date,BRL,CLP,COP,MXN
2013-07-29,-0.436326959023229,-0.7616069752379807,-0.8360441837737704,-0.8444106277902313
2013-07-30,-0.4172213886997837,-0.7237031905843706,-0.8310400153612572,-0.8415677793108485
2013-07-31,-0.4254094902669749,-0.7523803960788781,-0.8284728211570684,-0.8537814987037519
2013-08-01,-0.3922671743997746,-0.7212095205413694,-0.8176459586437497,-0.8182985380536795
2013-08-02,-0.41033298579405236,-0.7598614062078805,-0.816715815816145,-0.8770507399609208
2013-08-05,-0.3860286208247718,-0.7399120458638746,-0.8259800383790876,-0.8842456033963954
2013-08-06,-0.39512651145498373,-0.7274436956488711,-0.8416622464525026,-0.8918967264643637
2013-08-07,-0.37680076032841425,-0.7137285104123671,-0.8439503978084102,-0.8582388043442656
2013-08-08,-0.4155317804398877,-0.7935259517883896,-0.8439503978084102,-0.8985300395829227
2013-08-09,-0.4334676219680193,-0.8246968273258983,-0.8528425632403109,-0.8935111836254945
2013-08-12,-0.41007304606176065,-0.8097348070678942,-0.8590001087590537,-0.8711193647385053
2013-08-13,-0.3739414232732051,-0.7710829214013832,-0.8683387427482048,-0.8569402192363993
2013-08-14,-0.36367380384768005,-0.8035006319603926,-0.8432992978290871,-0.8507631657503334
2013-08-15,-0.34287862526433877,-0.8035006319603926,-0.8418296721614713,-0.8237034598539877
2013-08-16,-0.27360468660858356,-0.7448993859498757,-0.8085677646463283,-0.7899402470494675
2013-08-19,-0.25176974909607475,-0.6643538435609543,-0.7973502421454158,-0.7311529482474198
2013-08-20,-0.26970559062420696,-0.7261968606273705,-0.7973502421454158,-0.7681801722690081
2013-08-21,-0.19406312852730273,-0.6950259850898618,-0.7681995659282851,-0.6686102817010018
2013-08-22,-0.21979716202418761,-0.7561209011433799,-0.7551403606287154,-0.7275028711874715
2013-08-23,-0.3301415783820425,-0.7823044365948868,-0.76957617731314,-0.7736201909641228
2013-08-26,-0.29180046786900693,-0.7561209011433799,-0.7897230709590572,-0.6936694645933378
2013-08-27,-0.30297787635755274,-0.7286905306703717,-0.7677717002275869,-0.6773845054028002
2013-08-28,-0.3367700415554827,-0.7486398910143776,-0.7393093297028838,-0.6472713696582283
2013-08-29,-0.3151950437752656,-0.7748234264658844,-0.736351475511101,-0.6343908092639886
2013-08-30,-0.2833524265695246,-0.779062665538986,-0.7304171642709831,-0.6263887172479485
2013-09-02,-0.2924503171997365,-0.7997601268958914,-0.7445739381071261,-0.6425683857540642
2013-09-03,-0.31896416989349663,-0.7910322817453891,-0.7445739381071261,-0.6221770898710852
2013-09-04,-0.3157149232398496,-0.7877905106894882,-0.7243898387481047,-0.6503247995064538
2013-09-05,-0.362504075052367,-0.7990120258829911,-0.7379513211745808,-0.6238968377166381
2013-09-06,-0.385118831761751,-0.8214550562699975,-0.7135443733782343,-0.698161867128658
2013-09-09,-0.4254094902669749,-0.8097348070678942,-0.7212087502776967,-0.7227296934936932
2013-09-10,-0.41943087642426374,-0.8346715074979012,-0.7247991015922508,-0.7281697121888079
2013-09-11,-0.42514955053468256,-0.8808044032934139,-0.7443507038285012,-0.7416820166895775
2013-09-12,-0.4273590382591626,-0.8820512383149145,-0.7665067059820444,-0.7378213582607865
2013-09-13,-0.41813117776280506,-0.8421525176269036,-0.7746733600084137,-0.7443844775897313
2013-09-16,-0.4139721420461367,-0.8583613729064075,-0.774133877168403,-0.7832718370361008
2013-09-17,-0.45036370456698394,-0.8832980733364144,-0.7788031941629785,-0.7868517203064349
2013-09-18,-0.5434221287274363,-0.8832980733364144,-0.7842166254196379,-0.8783142281739799
2013-09-19,-0.5244465282701372,-0.8832980733364144,-0.7894626309673282,-0.8634331447757299
2013-09-20,-0.5104097827263822,-0.8832980733364144,-0.8341094866923527,-0.8093137329830384
2013-09-23,-0.5244465282701372,-0.9593550096479359,-0.8307237667998718,-0.8268972772814424
2013-09-24,-0.5230168597425329,-0.9256904640674266,-0.8237104898797322,-0.7757260046525545
2013-09-25,-0.48415586976491387,-0.8907790834654168,-0.8325468467419767,-0.7557207746124543
2013-09-26,-0.46531023917376085,-0.8907790834654168,-0.8227245384824713,-0.7358910290463904
2013-09-27,-0.45738207733886205,-0.863847447001009,-0.8121581159608824,-0.7086207417812014
2013-09-30,-0.5020917112930454,-0.8496335277559052,-0.7832306740223766,-0.7273624836082424
2013-10-01,-0.5013118920961702,-0.8608550429494087,-0.7950620907895083,-0.7049004709316395
2013-10-02,-0.5351040572940995,-0.8882854134224163,-0.8220734385031482,-0.7189041319597094
