rstar,g,z,output gap
3.68259385490449,3.47403134875846,0.208562506146024,2.05983540474574
4.17017938138567,3.44717890986951,0.723000471516155,2.42312264364136
4.21083886306145,3.11304587856133,1.09779298450012,2.47874283278804
4.0276097594938,3.0246917959812,1.00291796351261,1.46949697050786
3.3713733786314,2.70579836032826,0.665575018303146,0.0720556896981179
3.06858396956708,2.80560886627108,0.262975103295992,-0.944632351261021
3.0431968539269,2.9562965403775,0.0869003135494006,-0.797832690103405
2.99010729436692,2.9158746659457,0.074232628421211,-0.0724462111512594
3.12387687290749,3.10981562741206,0.0140612454954314,0.614518519809621
2.70038542331242,2.93158386584863,-0.231198442536202,0.804167972730966
2.65561157569546,2.74556746856106,-0.0899558928655982,1.53273669697353
2.58728582052288,2.67847351711606,-0.0911876965931881,1.80997843703358
2.72751704632366,2.72553776308303,0.00197928324062628,2.2988815136822
2.88926794859631,2.94871843596635,-0.0594504873700379,2.62935325420278
3.07144290741607,3.07531323531848,-0.00387032790241432,3.31142576468608
2.59775327078357,2.80424279470208,-0.206489523918504,3.19761629781146
2.47898860189024,2.7023288721146,-0.223340270224361,3.15753318488487
3.3796697233995,3.45152364886668,-0.0718539254671779,3.79740687476249
3.28195455607164,3.37829299609606,-0.0963384400244243,4.16115863787888
3.41565322416776,3.47195396612153,-0.0563007419537695,4.37717043610792
2.96090031423222,3.36714028422761,-0.406239969995397,3.50040845866852
3.29120205728673,3.24439924898505,0.0468028083016867,3.94716896634611
3.26924832953284,3.38258963789476,-0.113341308361922,3.11383887572492
3.37192049082884,3.34301255529988,0.0289079355289601,2.8917526441968
3.66713199867705,3.34503606822305,0.322095930454005,2.83516437236449
3.03585301667967,2.86044439785686,0.175408618822806,1.44333501246138
3.12616016946524,2.94280301464616,0.183357154819078,0.322132518415515
3.71079495761909,3.34332605900893,0.367468898610168,0.2733318221525
3.92352300568267,3.65714889591005,0.266374109772621,0.0754527791132205
3.31713409830973,3.35159994050097,-0.0344658421912326,-0.952169103101483
3.52128321506137,3.64692755137112,-0.125644336309749,-1.81955166614136
3.09817149321499,3.36031607890857,-0.262144585693587,-3.00248795578887
2.49452697533987,3.0375615816515,-0.543034606311626,-4.68225483942456
2.55455588870202,3.19429725265598,-0.639741363953961,-5.70971394771311
2.56623368995372,3.03175448389351,-0.465520793939784,-6.02419609248022
2.45007527922281,2.97701972858393,-0.526944449361121,-6.6409496787104
2.63745186472094,3.13370713377599,-0.496255269055049,-6.59734025698845
2.60419324496485,3.43483803557131,-0.830644790606459,-6.75275144504144
3.17764456020618,3.48497068135845,-0.307326121152272,-4.98767734066371
2.96882576313,3.65619805068559,-0.687372287555587,-5.01596671393361
3.20903725458072,3.74957136303301,-0.540534108452288,-4.10155574443309
3.46149544420508,3.81213289499728,-0.3506374507922,-3.2541039404274
3.29006556165469,3.76407988888743,-0.474014327232744,-3.26711771085604
3.13623549974471,3.75722843469482,-0.620992934950112,-3.59666145041001
3.6109776130973,3.74486716343332,-0.133889550336022,-2.76292849319691
3.38433164290902,3.76138988827658,-0.377058245367561,-3.26395906135724
3.64139352598401,3.865910026216,-0.224516500231993,-2.82848214966793
3.34971569046867,3.77727048672442,-0.427554796255744,-3.05128664226834
3.52385991715472,3.71628522025126,-0.192425303096539,-2.47642440611276
3.16751508700737,3.59864818061006,-0.431133093602685,-2.90216822601235
3.14667495893229,3.60079147036695,-0.454116511434668,-2.89349064160888
3.10606949897413,3.46467961094359,-0.358610111969459,-2.61426018242958
2.93715354680494,3.41449668699417,-0.477343140189229,-2.74116847001267
3.21751891523599,3.4020788956989,-0.184559980462912,-2.01991345044041
3.21274609799152,3.36121596189728,-0.148469863905761,-1.80190193719704
3.54107128669552,3.52075870721227,0.0203125794832493,-1.25541460708212
3.40388891566813,3.37330748178199,0.0305814338861421,-1.06926484580208
3.69788230121182,3.43847373281567,0.259408568396153,-0.488269966426969
3.60341801482748,3.32992243575006,0.273495579077421,-0.3474255912231
3.72497908353421,3.43925389809079,0.285725185443422,-0.234042436873096
3.73300499050421,3.4614242532487,0.271580737255515,-0.184829566258713
3.56722837380577,3.46138330063583,0.105845073169933,-0.54672404806206
3.41465583915704,3.48953120129784,-0.074875362140803,-1.05719203016702
3.36463577740568,3.37473482139073,-0.0100990439850526,-1.21533616252589
3.70006452004773,3.4831654855951,0.216899034452631,-1.01346611739552
3.66295065918797,3.38903307516179,0.273917584026176,-1.09132800874363
3.48345584619911,3.24820139073699,0.235254455462116,-1.42104153563366
2.9695521971335,2.90351802987674,0.0660341672567598,-2.15838598145876
2.7537932893146,2.7057980527569,0.0479952365576983,-2.66231722762404
2.77134722429119,2.79622406437775,-0.0248768400865521,-3.00409332377922
2.79981855468504,2.71684303807455,0.0829755166104883,-2.74395731784864
2.63773370848462,2.59994898986641,0.0377847186182035,-2.71981338326088
2.72775016091676,2.67656886408461,0.0511812968321462,-2.43825080046008
2.70080713527095,2.67529114422618,0.0255159910447683,-2.06376724815766
2.57018812726975,2.64123456379972,-0.0710464365299673,-1.77419297347149
2.62831251151446,2.60225124815108,0.0260612633633837,-1.10543193669992
2.36713255023884,2.37284735566109,-0.00571480542225369,-0.804342526296296
2.35121764201804,2.28991618320177,0.061301458816269,-0.412900546062815
2.12591564882514,2.21192048056401,-0.0860048317388677,-0.453334803707662
2.19936936730282,2.34677938716381,-0.147410019860983,-0.239977542873021
2.11700683876094,2.35484792757524,-0.237841088814302,-0.0290579318929076
2.35939983429891,2.44398810274862,-0.0845882684497097,0.640287498577209
2.2214848857574,2.37539503390087,-0.153910148143477,0.75462116051483
2.29979935530617,2.4926607022842,-0.192861346978034,0.813954263958635
2.20662628379779,2.42222728124824,-0.215600997450452,0.76494760154776
2.20109053042586,2.38794244003992,-0.186851909614056,0.626531365574124
2.26130450517448,2.52474638149281,-0.263441876318327,0.262146301960797
2.32963047740116,2.58765238718014,-0.258021909778987,0.0874283170221588
2.31904641314113,2.66902348615266,-0.349977073011538,-0.2506805897699
2.65119836559582,2.93499460431325,-0.283796238717428,-0.12797928248176
2.67312400742697,2.96315418306178,-0.290030175634811,-0.0801809703646086
2.84264522113698,3.02834430042462,-0.185699079287634,0.135747378451811
2.71638058186226,3.01963711926216,-0.303256537399893,-0.1270954225987
3.04592476283804,3.24362699114764,-0.1977022283096,0.115022446009561
2.93427032924475,3.35347685517745,-0.419206525932696,-0.192684981426737
2.93161947799305,3.34911514047702,-0.417495662483969,-0.157062327127505
2.95923447382485,3.40558085005702,-0.446346376232165,-0.249214886649952
2.99783055500151,3.44333978824215,-0.445509233240641,-0.315276620005875
3.1757962842173,3.5564275773399,-0.380631293122601,-0.242006881470616
3.36867123982822,3.7421298445619,-0.373458604733679,-0.191347892465046
3.36502548634086,3.73099310757686,-0.365967621236,-0.132838179277769
3.32037176734773,3.69093133847155,-0.370559571123818,-0.160964807434766
3.44621697190934,3.78787721922075,-0.341660247311404,-0.0900588296836986
3.71990121202186,3.94553814354597,-0.22563693152411,0.25412188574046
3.63091938194927,3.76334408862533,-0.132424706676065,0.433889887417763
3.75497101775854,4.01619218874682,-0.261221170988283,0.190970383037097
3.5892353181967,3.79770999418188,-0.208474675985176,0.195032411331795
3.59276229605159,3.77897515443709,-0.186212858385504,-0.0310836891713961
3.42435387965214,3.54263418699337,-0.118280307341232,-0.298644548309767
3.33919197604458,3.57319915242522,-0.234007176380634,-0.890273215180514
2.9341352545187,3.31114003266141,-0.377004778142713,-1.46764226055575
2.97779031722019,3.19954731241998,-0.221756995199785,-1.37942578839954
2.86094665136021,3.21522934791277,-0.354282696552556,-1.56952374772391
2.94008039101278,3.07126084379725,-0.131180452784466,-0.903445483261748
2.77752893428696,2.91212258994461,-0.134593655657648,-0.655195395731766
2.44840104845379,2.71060392733657,-0.262202878882778,-0.693259674912042
2.24617818962785,2.6298210830529,-0.383642893425054,-0.710323508772376
2.20873716838574,2.60249877163546,-0.393761603249717,-0.428185908128285
2.45888369285572,2.75052315799674,-0.29163946514102,0.225006636702346
2.46926284377804,2.73361137309643,-0.264348529318386,0.781821538985128
2.48281278465884,2.57458965291982,-0.0917768682609803,1.47324591657116
2.45357931085538,2.53135218538232,-0.0777728745269396,1.7674699207505
2.29847566879111,2.55505570939742,-0.256580040606316,1.71510217217769
2.37781886746618,2.56268690434348,-0.184868036877302,2.15550338241792
2.52402343494055,2.60007054474361,-0.076047109803065,2.64690054375365
2.24863255376569,2.52425676860687,-0.27562421484118,2.42634177631487
2.18888389852688,2.59053510933273,-0.401651210805843,2.24865684155691
2.31440271205326,2.57236627735989,-0.257963565306628,2.51681824579748
2.45298904209378,2.76397385303353,-0.310984810939751,2.41787392087997
2.44143680766616,2.65717695225645,-0.215740144590293,2.49448298988773
2.25524101439207,2.61205143757959,-0.356810423187514,1.93221793250984
2.25983618804479,2.75629191931018,-0.49645573126539,1.38891381940368
2.36870591054917,2.69072673888467,-0.322020828335503,1.44093094528193
2.17720670602657,2.76937636573939,-0.592169659712813,0.63945184571071
2.23915629683803,2.79191547751016,-0.552759180672127,0.467224786575684
2.38851500036687,2.81478950235877,-0.426274501991899,0.486800509181649
2.0503733410663,2.55930396570853,-0.508930624642227,0.00748639020503106
2.04460911881422,2.59955464552251,-0.554945526708285,-0.334230147250196
1.7089334823362,2.32127983166919,-0.612346349332987,-0.604733200811552
0.656578745174173,1.71449518505967,-1.0579164398855,-1.85313376239844
0.273884498627147,1.42280166231697,-1.14891716368982,-2.49136590857779
0.432919819375329,1.3132616808937,-0.880341861518376,-2.18103562761462
0.440734718100204,1.30054718125671,-0.859812463156509,-2.06825699406113
0.850822739376035,1.39178594771346,-0.540963208337423,-1.14253530104975
0.584983570220084,1.31201635000093,-0.727032779780851,-1.10290903118209
0.552201552739138,1.36508710589943,-0.812885553160288,-0.837135481813107
0.42878227746619,1.36079211118705,-0.93200983372086,-0.611054384733961
0.417716522706617,1.29670275899741,-0.878986236290795,-0.136883554431847
0.363081134214629,1.07529725978619,-0.712216125571561,0.358548187979295
0.600727186114702,1.14311967615134,-0.542392490036636,0.816213698166848
0.449633427045093,1.02439005149678,-0.574756624451687,0.88409133843777
0.562979943479619,1.21624843931632,-0.653268495836702,0.96341756295385
0.772529933914343,1.23299954187884,-0.460469607964502,1.67424994685359
0.554315009385294,1.20481541208006,-0.650500402694764,1.60609567591996
0.305323288901275,1.12550283354195,-0.820179544640674,1.46763333131537
0.277928668070945,1.05018416500271,-0.772255496931766,1.6466590924116
0.361810450947615,1.18665070246727,-0.824840251519659,1.69012341122152
0.183483231873219,1.11306900101835,-0.929585769145126,1.62315370812041
0.317447768517467,1.21471220814646,-0.897264439628996,1.80572536637533
0.454134171009737,1.2936378051526,-0.83950363414286,2.09877351193381
0.152486759140534,1.13154309042516,-0.979056331284625,1.89807871219216
0.493124666368674,1.35533780625961,-0.862213139890936,2.22781457619953
0.589355502949894,1.52488389740353,-0.935528394453634,2.36273492714713
0.411564984849919,1.50136843538366,-1.08980345053374,2.30051896041664
0.350248039131659,1.59179314878306,-1.2415451096514,2.18337845885367
0.54274193575562,1.64899280287162,-1.106250867116,2.6066207818676
0.412489950042398,1.58976558564257,-1.17727563560017,2.54045301745498
0.241059376256422,1.53448196223168,-1.29342258597526,2.26529162576526
0.345657294450174,1.54678075357505,-1.20112345912487,2.36284009249107
0.461124119656112,1.59747675266173,-1.13635263300562,2.45536481559714
0.483072807289462,1.61899175611851,-1.13591894882905,2.45519677611185
0.372661465879535,1.64013414751675,-1.26747268163722,2.20858769247297
0.348465340422901,1.64972240643029,-1.30125706600739,2.15401908022591
0.333998674295849,1.73665033900827,-1.40265166471243,2.00773965353471
0.35539308152327,1.79511749523624,-1.43972441371297,1.99993897704405
0.474870373067633,1.81239115309664,-1.33752078002901,2.21202445155018
0.540351651046741,1.84248279065671,-1.30213113960997,2.25227408992544
0.693850357582664,1.9908747754078,-1.29702441782514,2.27924044952692
