index.data.est.,BRL,CLP,COP,MXN,Factor
2010-02-22,-1.17373535012171,0.11435453649528571,-0.7557931571339201,-0.4287912454086133,-4.079171827182228
2010-02-23,-1.162616882578406,0.10817671736695324,-0.7822578769411159,-0.375201332660489,-4.0592097382880326
2010-02-24,-1.1523364041618553,0.15595730695204682,-0.7636030568590529,-0.4626168745502835,-4.070251936539102
2010-02-25,-1.1535811083525642,0.17537149078500744,-0.7497225868351729,-0.47752966489793663,-4.07052523652046
2010-02-26,-1.16391269682844,0.051206478729631126,-0.7310612661403528,-0.4280787019390762,-4.090305279310946
2010-03-01,-1.173366499268145,0.030735522848958908,-0.7490667428282194,-0.4288229847815542,-4.099897450111096
2010-03-02,-1.1661094079371215,-0.0795183732098808,-0.7835327368467119,-0.39250353551224665,-4.113172283506047
2010-03-03,-1.1535710782415916,-0.14119192713377682,-0.8171673199364854,-0.3933291460030887,-4.123724934474968
2010-03-04,-1.154328242567948,-0.17591111518038016,-0.7785874134537274,-0.3774069950598376,-4.127400906845575
2010-03-05,-1.1401961625685386,-0.31017839488716153,-0.755943070783077,-0.3711016464743499,-4.1527246633810835
2010-03-08,-1.1285170672483251,-0.3396891675741703,-0.8048295178953796,-0.33738086470093076,-4.144816340553167
2010-03-09,-1.15951239446931,-0.2071251261327088,-0.8195793979045646,-0.4021094545430783,-4.145587832234151
2010-03-10,-1.191842408393809,-0.03159799399241565,-0.8199658770303075,-0.46279053448744584,-4.134787183230197
2010-03-11,-1.1947348264824238,-0.05225580667233237,-0.8315817152553067,-0.4711046308114819,-4.143927448139955
2010-03-12,-1.1862438712829357,-0.10892753057744102,-0.8188399402832606,-0.46632561404119655,-4.152829732190364
2010-03-15,-1.2035741789989733,0.015615114869492904,-0.8223346712803442,-0.5083557054644932,-4.14244465482352
2010-03-16,-1.2176035999200825,0.15513448053021803,-0.8098030893652132,-0.5599124709162016,-4.1297605625428195
2010-03-17,-1.1974722554308903,0.1898615366691188,-0.816482930248539,-0.6345147430301717,-4.135973682755156
2010-03-18,-1.168839288300487,0.16892270113183436,-0.8217737471822256,-0.6097186213683266,-4.121053426349636
2010-03-19,-1.1678358628284677,0.23024077127534676,-0.8086213710982503,-0.5996983066700535,-4.102001205995838
2010-03-22,-1.1923697691661932,0.37282215979718786,-0.7964900098387521,-0.6582268549492218,-4.095295935917816
2010-03-23,-1.2103724080064049,0.3712372705952766,-0.7963325797693692,-0.6757843202875787,-4.109015500215208
2010-03-24,-1.1810155206092086,0.3422347374425337,-0.7965403635520434,-0.6356209320992169,-4.090907604008521
2010-03-25,-1.1378249394008046,0.3123053726244411,-0.7658857273480649,-0.6699484496513922,-4.09031786146716
2010-03-26,-1.1275763962696301,0.3754303720721736,-0.7668377937335314,-0.7300267904921769,-4.089062057092827
2010-03-29,-1.148182767246527,0.28145325511857494,-0.7468756070535598,-0.7079094896416472,-4.114346109885431
2010-03-30,-1.1349084041660593,0.18651645163624775,-0.7451637251531513,-0.7041004904839027,-4.131154683302021
2010-03-31,-1.156980292722242,0.18433135313443164,-0.7555918049185532,-0.702573688083846,-4.140844821342297
2010-04-01,-1.1626039347213637,0.12256138571048514,-0.7680065139538287,-0.692135234159718,-4.155542720437764
2010-04-02,-1.166082964965717,0.13931425776395479,-0.7679727953848321,-0.7099636242928659,-4.158481306755149
2010-04-05,-1.1575932622899785,0.07169745429962357,-0.7678339738349568,-0.7063008481350629,-4.170579233327051
2010-04-06,-1.1704766713718027,0.1271214864907062,-0.7867295379812418,-0.74457127921285,-4.1745112146841725
2010-04-07,-1.120489121169823,-0.011568022684799024,-0.7881183687746619,-0.6871839943435338,-4.169512725696981
2010-04-08,-1.1012872499207982,-0.005353751329264399,-0.7703115453405647,-0.7371735559769993,-4.175294159318773
2010-04-09,-1.1195041970237054,0.005760271478805168,-0.7488842301556096,-0.7454007038207425,-4.182808763589069
2010-04-12,-1.1340234277887322,-0.026402920708849364,-0.7686134288655087,-0.7355036700675417,-4.194171685830744
2010-04-13,-1.1436778640254697,0.012467128910809661,-0.7595988092353924,-0.736247376959287,-4.188776728955571
2010-04-14,-1.1746532986988056,0.09532148699996364,-0.7407997692269703,-0.7416213157864355,-4.182970045561627
2010-04-15,-1.1721192588628488,0.14842978751509203,-0.7370551404487868,-0.775284107338903,-4.1791783672613505
2010-04-16,-1.1720922406220975,0.1306416225866341,-0.7267281564465492,-0.7184146658161064,-4.165580867409068
2010-04-19,-1.1976518864945707,0.2672053731456296,-0.729848960354385,-0.7687598922296255,-4.158365590171665
2010-04-20,-1.2025155966246934,0.3016424165902967,-0.7133013382804941,-0.7866817059323046,-4.157371231902727
2010-04-21,-1.1739673914272717,0.17958547434204314,-0.7193562118770572,-0.7916184463530724,-4.177191210182515
2010-04-22,-1.156695555678416,0.14528606204009142,-0.7179628950575282,-0.7689417407329949,-4.171140699604361
2010-04-23,-1.1614702290120134,0.16498830686753785,-0.704096711850003,-0.7908362848052535,-4.175071949299682
2010-04-26,-1.1749190110937584,0.11616353483618327,-0.7132373676953683,-0.7727173785716293,-4.187460280249297
2010-04-27,-1.1816025451131624,0.16581265117019758,-0.7277595942511761,-0.6659513392732309,-4.144333735394663
2010-04-28,-1.2161335447694854,0.1753195482590813,-0.6931150937990268,-0.6602184454546975,-4.154786859838532
2010-04-29,-1.2230810945161428,0.12375385784122073,-0.6716865794484612,-0.7121592855606961,-4.186920050085781
2010-04-30,-1.2169350110978667,0.08086684313817806,-0.6780226820975342,-0.6456742835042687,-4.174060402252884
2010-05-03,-1.217990898381889,0.06744443544355055,-0.7140986104173358,-0.670308532863818,-4.185947913387136
2010-05-04,-1.2140122014935788,0.11591663118963928,-0.6715794903940946,-0.5563896836989981,-4.1357840172356815
2010-05-05,-1.1890465867562918,0.10982474591604177,-0.6438231878330348,-0.4574926646504918,-4.095069279176103
2010-05-06,-1.1236572966759624,0.0834720255888669,-0.6164000935632022,-0.38353853179011627,-4.0498308142269
2010-05-07,-1.140238460133614,0.2182090742433954,-0.6037511772738815,-0.4602000568749961,-4.047371737908328
2010-05-10,-1.208963948075587,0.2956309294194389,-0.5665617485134034,-0.646404767100459,-4.116180079168542
2010-05-11,-1.1831405895185392,0.23482314808951027,-0.6438420982236439,-0.637110800882611,-4.1179353818231785
2010-05-12,-1.191172313466923,0.33511063728544827,-0.6583959467182194,-0.7359240848261998,-4.127619254999256
2010-05-13,-1.1875948968014978,0.3121031144247746,-0.6849724163309805,-0.7054655515609387,-4.122432913274985
2010-05-14,-1.1898233766634407,0.38032733869782226,-0.6980158163177408,-0.6447097793670208,-4.087244952098969
2010-05-17,-1.218854001815329,0.5780549242980564,-0.6823905079521707,-0.6855713890753419,-4.063073536006871
2010-05-18,-1.2174424675298243,0.5963032279169128,-0.6826556885450966,-0.6287629822197587,-4.039963591144365
2010-05-19,-1.2140122590891786,0.6354857430769951,-0.6672421931765531,-0.5920088782036415,-4.016944447848655
2010-05-20,-1.1501678485015647,0.3901153425382225,-0.6289296489548497,-0.3822953390079702,-3.9842458586323213
2010-05-21,-1.17669217509203,0.4733373868465493,-0.5899979850149225,-0.501006447798832,-4.012039221181405
2010-05-24,-1.1362084393994107,0.32069026642052323,-0.6260572968936068,-0.4508336377058999,-4.01720343139028
2010-05-25,-1.188425107466574,0.5342513099862474,-0.6702715103562684,-0.4610971461465243,-3.9899190039574353
2010-05-26,-1.1461768229070772,0.2942684360125214,-0.642839277131326,-0.39567662830466316,-4.010848776611147
2010-05-27,-1.15879858020811,0.163793486136674,-0.6667088859116385,-0.4719177199872115,-4.07322647126749
2010-05-28,-1.193142983503961,0.14196469535510112,-0.6848477230848035,-0.3696309863707858,-4.06139096742663
2010-05-31,-1.1790913292034817,0.14857582106540818,-0.6759926177411126,-0.37981002793826263,-4.05680340900721
2010-06-01,-1.1488418853305462,0.17997270011999764,-0.6761845212738006,-0.3931387094738868,-4.040079528457005
2010-06-02,-1.1703192044082853,0.3149464891221545,-0.6761578234859684,-0.5298836714012903,-4.058749066239091
2010-06-03,-1.1857845012646442,0.3550372471969192,-0.6913624470953442,-0.5309034814014788,-4.055844953073805
2010-06-04,-1.1611409190021484,0.45386958128600496,-0.6954942693209089,-0.48072613784614987,-4.004647987181813
2010-06-07,-1.1316982197307444,0.5157733011291927,-0.6874365302333844,-0.5375765172860819,-3.9943093363015802
2010-06-08,-1.1726527702855374,0.6178571202564941,-0.6872972214495721,-0.6008998351475645,-4.006449756880157
2010-06-09,-1.1637842576087456,0.438265866679823,-0.6970395430626697,-0.5402723281594918,-4.028507509147395
2010-06-10,-1.2042520784817228,0.4319844857993998,-0.7286492055743445,-0.6003834006374785,-4.066806637497924
2010-06-11,-1.1969138909889423,0.4184138131080434,-0.7559675252063238,-0.605528448478172,-4.068878784178176
2010-06-14,-1.200656574094327,0.40837695335781254,-0.7625373468257255,-0.5802067194888768,-4.065068342623483
2010-06-15,-1.2230980915318403,0.4051649069074737,-0.7622168445149916,-0.6354166562328383,-4.092999353786411
2010-06-16,-1.2011206192079256,0.26201675843652417,-0.7762184152113386,-0.5846529325375034,-4.103418191260756
2010-06-17,-1.2125184063906251,0.28155661544425786,-0.7865852287204904,-0.5852885785244238,-4.103738962875202
2010-06-18,-1.2525138204582158,0.42655595800638685,-0.8044495221910342,-0.6367363926496595,-4.101120483548161
2010-06-21,-1.2359309861207366,0.3012459660067146,-0.797151249384961,-0.5922493210478861,-4.111213781470063
2010-06-22,-1.2199702377550277,0.3325485306549216,-0.829370729924665,-0.5962407133111416,-4.098002885350892
2010-06-23,-1.2436652096499892,0.48134213216593,-0.8360866239241128,-0.6188498678894473,-4.078194189755381
2010-06-24,-1.2518602301809802,0.42379625996102793,-0.8179795134549614,-0.5394378216162444,-4.07092199949297
2010-06-25,-1.2614225724858097,0.45106372545900053,-0.8157603721673209,-0.5808128399145325,-4.08127395173069
2010-06-28,-1.2669150988971516,0.4285018898241632,-0.8092716378310024,-0.5400831277807899,-4.076383668198131
2010-06-29,-1.2593510192182504,0.5770350273512429,-0.8073979560910833,-0.5176764973084924,-4.028846828241919
2010-06-30,-1.2858586959009144,0.5956394054452792,-0.7796729245917284,-0.48349441457682046,-4.024630096702424
2010-07-01,-1.3095788434147084,0.4364727767060566,-0.7857577285071793,-0.3584799297000912,-4.035304773827543
2010-07-02,-1.3403313337653184,0.33790596592566036,-0.8153485010320555,-0.25864016607696505,-4.041990155272103
2010-07-05,-1.3373821358626004,0.39307481941304945,-0.8398185403689776,-0.2910358843364229,-4.037333580523045
2010-07-06,-1.3141328424334364,0.35438440548580363,-0.839651146062452,-0.33840371273355857,-4.05192161603554
2010-07-07,-1.312059651012546,0.3608881706525821,-0.8428639712088489,-0.4119458954033783,-4.072641174463426
2010-07-08,-1.3159882352194165,0.42545094043555426,-0.8073721053774079,-0.4668589965174725,-4.075225693604457
2010-07-09,-1.3301284315799304,0.49914010844345064,-0.8294594959260931,-0.5012301325027755,-4.0739244751642
2010-07-12,-1.3258376141196673,0.4434110743398128,-0.8519435883517683,-0.4418907795696238,-4.067469080112003
2010-07-13,-1.3069240094988466,0.4075543443580939,-0.8525435919949347,-0.511841579782759,-4.090357620460112
2010-07-14,-1.2862720628408124,0.322626607314702,-0.863769726047068,-0.4847785849958146,-4.094236573853509
2010-07-15,-1.2789881488582597,0.2381637196515529,-0.8587424313987668,-0.42831614757133074,-4.094363009501864
2010-07-16,-1.2697698860752458,0.18456968062878834,-0.8625577561479738,-0.3338983552464263,-4.074016472480021
2010-07-19,-1.2594476356969868,0.2742152828492885,-0.8498893436617838,-0.3911437638523831,-4.065085320646065
2010-07-20,-1.2611959163040827,0.20801232436166106,-0.8605738823571063,-0.4149485945840853,-4.090014107108893
2010-07-21,-1.2395759229762617,0.018295917184539295,-0.860514669545435,-0.31048012486437704,-4.095174492358599
2010-07-22,-1.2417834261275835,-0.0548473260697859,-0.8712105357478829,-0.3250273780490949,-4.119116317425595
2010-07-23,-1.2442675006108694,-0.015108701687590749,-0.8768374233484899,-0.36825673885709276,-4.123937056109781
2010-07-26,-1.2190417230758401,-0.03714379154959837,-0.8703440215409527,-0.4023494865781104,-4.12925923777329
2010-07-27,-1.2114173597205231,-0.014954606721930063,-0.8853506885008365,-0.4133171908776489,-4.12399518935883
2010-07-28,-1.231705978670219,0.07635800835855254,-0.8979760819020347,-0.4253012907806098,-4.113795464214302
2010-07-29,-1.247070750065451,0.08604479407878719,-0.910310965385775,-0.42327437078578484,-4.117472873401307
2010-07-30,-1.238443492472883,0.040505268644324216,-0.9193438468420033,-0.4315010483295917,-4.127813511117702
2010-08-02,-1.2256905352488645,-0.02413288640472778,-0.9164523249869243,-0.45053197356775515,-4.144464597712269
2010-08-03,-1.2104726080223154,-0.06610564478052967,-0.9358325062003093,-0.440508221223414,-4.145386447180611
2010-08-04,-1.2056129057143061,-0.04640804295688775,-0.9317522754155942,-0.4865713105564405,-4.1528646866704655
2010-08-05,-1.2046427888248006,-0.11405742667760826,-0.9506028789752367,-0.4379359117828089,-4.154177746032982
2010-08-06,-1.2116803444950635,-0.1534306367916793,-0.9620637971036243,-0.34944111209221107,-4.139230263453096
2010-08-09,-1.2075812145636904,-0.2038247809316961,-0.9675625377173115,-0.3707768913828451,-4.156853077138049
2010-08-10,-1.2003394267349234,-0.1835924268966805,-0.9798350956953884,-0.3890312109733527,-4.154521903909016
2010-08-11,-1.1828026120764261,-0.24919995586232174,-0.9778121988143287,-0.3034585372341644,-4.136331899696173
2010-08-12,-1.1760398443150781,-0.30561901047435036,-0.9825357732872665,-0.2943600093009779,-4.144696792630946
2010-08-13,-1.1753920989824411,-0.30651627917623175,-0.9738194606924329,-0.29368297043330577,-4.144356427263628
2010-08-16,-1.1799242084796218,-0.3849537470608532,-0.9302046945010366,-0.29749198327034004,-4.166795028353606
2010-08-17,-1.166149382373896,-0.4590725339639792,-0.9300476548388595,-0.30094056660003193,-4.1804806103893934
2010-08-18,-1.1752982790479147,-0.4517146806408438,-0.9761284541121964,-0.2918693029318069,-4.180105422300423
2010-08-19,-1.1917871702052334,-0.3435436901516495,-0.9812934962191991,-0.28026302061115144,-4.156534899886859
2010-08-20,-1.182781703155243,-0.4946917501867696,-0.9606005358304366,-0.19627115284345906,-4.163789567672584
2010-08-23,-1.1909980254840575,-0.484689134703554,-0.9575144280113425,-0.11312922212101821,-4.1385640128642915
2010-08-24,-1.206171270835877,-0.46878765459704835,-0.9838100960381673,-0.0928949376452226,-4.134968608741446
2010-08-25,-1.2194262154791011,-0.4539257048083077,-0.9615226352730802,-0.06362973461816808,-4.127556848022967
2010-08-26,-1.2269178066823845,-0.5420330025788642,-0.9588160943882469,0.009554615249536665,-4.129721597013095
2010-08-27,-1.2276911288137677,-0.6358259375523418,-0.9751976290692678,0.036402147164237154,-4.145190036473578
2010-08-30,-1.2324199712104265,-0.6446199982540873,-0.9637169081876855,0.1002714006379983,-4.129177671296149
2010-08-31,-1.256514715792642,-0.5965397035018045,-0.9524731695472979,0.12816031545475695,-4.118661384584314
2010-09-01,-1.239955954205079,-0.7187022401140579,-0.9472768470826396,0.09820744702429057,-4.151495277440481
2010-09-02,-1.2654588889437324,-0.676859079598283,-0.9682432168918995,0.07988008419144042,-4.158002283726887
2010-09-03,-1.2390016346620616,-0.6998461923866224,-0.9764196176743124,0.020687659487115147,-4.17107435153408
2010-09-06,-1.2575031231075375,-0.6369539772847361,-0.9819444142447057,0.00978976393295778,-4.166814939722769
2010-09-07,-1.2595426963747056,-0.7052078587081283,-0.9820614175778218,0.09899748259004537,-4.15661844294504
2010-09-08,-1.2734854394345703,-0.6927147852523722,-0.9802817025380819,0.09311181079985498,-4.1613614680219735
2010-09-09,-1.2763530707878692,-0.6910465548846844,-0.9907987056196345,0.0743101438557044,-4.168204960528391
2010-09-10,-1.2652406855179061,-0.6659034338086336,-0.9915867229878426,0.018581190974968485,-4.17470859043679
2010-09-13,-1.2647225879391475,-0.6889154720124916,-0.9942498024530828,-0.005191832205174653,-4.187771444395366
2010-09-14,-1.2615851631810815,-0.7106999636301375,-1.0087197233245726,-0.014622021901361562,-4.194963283830216
2010-09-15,-1.2346839806172798,-0.6823136432889753,-1.0185813876400607,-0.05886187181318233,-4.190277711775391
2010-09-16,-1.2604118716212518,-0.6279147618119898,-0.983506255508124,-0.05400413806640164,-4.185962066308248
2010-09-17,-1.2466764524814558,-0.6208153401948313,-0.9745300766751285,-0.08720645413330645,-4.188657024944004
2010-09-20,-1.2322940635084223,-0.5781072713665845,-0.9835783823723528,-0.12243045802141156,-4.182944915992673
2010-09-21,-1.2493875977742686,-0.5868427860134168,-0.9985312392480565,-0.12095424735554984,-4.192175864660209
2010-09-22,-1.209021492284981,-0.6847668018077241,-0.9859768997788991,-0.15819085869471933,-4.210892161445187
2010-09-23,-1.1910279193483628,-0.8032004833148125,-0.988862164045652,-0.12066378093016487,-4.220934935725843
2010-09-24,-1.1820379053995242,-0.8236244253202015,-0.9755274002601245,-0.16924163595020894,-4.2373887465794695
2010-09-27,-1.176124190511934,-0.861285139483681,-0.9778493022447953,-0.15873534928147373,-4.240961368897919
2010-09-28,-1.175736463433199,-0.8240556340662265,-0.9914974730552957,-0.20509901117416404,-4.246223624276723
2010-09-29,-1.1931524519381076,-0.8375447556594208,-0.987940934915867,-0.1636642596047556,-4.24401765386166
2010-09-30,-1.2179156096119665,-0.9063580854712442,-0.9957190073282716,-0.08659334229885006,-4.247677098027795
2010-10-01,-1.2129420654875913,-0.953063361375506,-0.9934498156594629,-0.10303829654525609,-4.2623910266450205
2010-10-04,-1.2306218390429695,-0.8244048479599339,-1.0031983554721122,-0.11932155409845736,-4.243049602127599
2010-10-05,-1.2381448864037468,-0.8759775334304841,-0.9913591669856732,-0.14773114813594476,-4.268082430385657
2010-10-06,-1.2181784919296013,-0.8946673120530652,-0.9907346243520101,-0.15665891343393618,-4.266943899965775
2010-10-07,-1.2318636384776762,-0.8901199522997734,-1.0023994052433884,-0.09972488225091028,-4.253841706122287
2010-10-08,-1.2334277134610832,-0.874074570770726,-1.0210478331915658,-0.18532088918236286,-4.277676766414409
2010-10-11,-1.2357368955403896,-0.884271620576568,-1.0207734482551984,-0.16182075963360512,-4.273805898041015
2010-10-12,-1.206512318716708,-1.052192091242736,-1.0205378489673507,-0.13373995709551345,-4.294337720071484
2010-10-13,-1.239480229388647,-0.9640533581254654,-1.0197673348292935,-0.16413097009647912,-4.2961144418945
2010-10-14,-1.2418047204635563,-0.962104580645095,-1.010909883823253,-0.12813205767185254,-4.285194049469361
2010-10-15,-1.2330234062382435,-0.9633481793601485,-0.9928372640375177,-0.13813997600303676,-4.284721766820724
2010-10-18,-1.2161091354986002,-0.8915484243519366,-0.9803318692527888,-0.21255324613806428,-4.282829672827013
2010-10-19,-1.239695999274376,-0.7770838722822335,-0.9807203544872455,-0.1637634797631583,-4.248974065511272
2010-10-20,-1.2250790723100462,-0.8139509904738292,-0.9625560761297614,-0.21505847874316722,-4.267929734735011
2010-10-21,-1.182946742953082,-0.8043760183987209,-0.9717128987979511,-0.2631081681603733,-4.262566234673406
2010-10-22,-1.1667972095515984,-0.7512592139731117,-0.9648552090766556,-0.3155097476912417,-4.258777912565555
2010-10-25,-1.1790295823281778,-0.772317323662165,-0.9521129057066763,-0.29520982971237003,-4.2628231935008944
2010-10-26,-1.1933285363021742,-0.6594950468146185,-0.9375177363584947,-0.299602892706613,-4.242031994154562
2010-10-27,-1.1774775756306832,-0.5902533396010771,-0.9236644511908187,-0.32333184162185685,-4.225227675504115
2010-10-28,-1.1768648394769465,-0.7026474271948898,-0.9084179723720732,-0.32350306838964776,-4.253025033255313
2010-10-29,-1.1849675307512895,-0.6941524765597874,-0.9205892668829397,-0.32904586230683314,-4.256250092644186
2010-11-01,-1.1895172637817253,-0.5878152300644441,-0.9362123955245024,-0.37000126600443983,-4.244657398640775
2010-11-02,-1.162833493899875,-0.7447429256824322,-0.9359870831331151,-0.3443171853803368,-4.264292723526504
2010-11-03,-1.1869746628849476,-0.6611442729705582,-0.9099249453222062,-0.3924403153563057,-4.268782237830709
2010-11-04,-1.188315402893428,-0.8812373246054168,-0.9189616187649343,-0.30970045439329674,-4.298403856882337
2010-11-05,-1.155216398250275,-0.9528969276713414,-0.955366030424705,-0.3218899669509157,-4.30617936518396
2010-11-08,-1.1283482593929866,-0.9010645906559575,-0.9618573731911524,-0.3418993094277142,-4.287962414355297
2010-11-09,-1.120833795088802,-1.009218254548527,-0.9419874123175438,-0.27499215378334213,-4.290500664089334
2010-11-10,-1.1119532789788262,-0.8809386248289939,-0.9270788893345319,-0.3684696227038728,-4.283943036012862
2010-11-11,-1.0982469509899317,-0.9303698568516773,-0.8863576324602862,-0.3358206996802695,-4.279751596884887
2010-11-12,-1.100623907199678,-0.9246045393670868,-0.8864997608640174,-0.2978996167588612,-4.267365275805804
2010-11-15,-1.0978554568908847,-0.880762745411123,-0.8794840018415305,-0.3423821152449174,-4.2691808842688435
2010-11-16,-1.093347431952577,-0.8411560062492515,-0.8797884746431007,-0.29590065869042814,-4.242646733902867
2010-11-17,-1.1056496267863525,-0.8826960146110714,-0.8435466090845046,-0.291447968321529,-4.2566601765477605
2010-11-18,-1.1112378836915044,-0.9288095216089581,-0.8530599293757544,-0.3127766360314756,-4.277428938818741
2010-11-19,-1.0983520828714093,-0.9304422639101685,-0.8717117291643331,-0.3359127622190358,-4.279724314401943
2010-11-22,-1.0865586442252841,-0.9808494763137391,-0.8537838579253416,-0.30734187274123675,-4.278077657883278
2010-11-23,-1.0948943907663085,-0.9662588906690701,-0.8417273067234524,-0.21415255475263997,-4.248510042274443
2010-11-24,-1.1103084559060867,-0.9138891380215682,-0.8212376481119025,-0.2796089820029773,-4.262561818260804
2010-11-25,-1.1098158129655942,-0.9479429618382454,-0.8282122239370807,-0.25872124117488354,-4.264335150148236
2010-11-26,-1.124674662923677,-0.9248836413040981,-0.8284157222310266,-0.20048059276701977,-4.246600751045253
2010-11-29,-1.1553339265880014,-0.81507603757094,-0.7955161453449193,-0.2275157168479624,-4.240634199611839
2010-11-30,-1.164836224916225,-0.7976003957209549,-0.776250335430624,-0.23060398803646254,-4.241184993718999
2010-12-01,-1.1657841216805076,-0.8198671977753168,-0.7466862827715567,-0.26151417294588203,-4.256685276506524
2010-12-02,-1.1683598585981632,-0.822077721276816,-0.7447427504295894,-0.30099924027521796,-4.270801593121794
2010-12-03,-1.173162832845539,-0.9287139924049338,-0.7700661715864522,-0.2487972557457134,-4.283295142022016
2010-12-06,-1.1987710824431626,-0.9520183651266585,-0.8136724767124645,-0.2030438533189853,-4.2861083103412945
2010-12-07,-1.1946922259685722,-1.0532152387351046,-0.8268699880186141,-0.09829437874444998,-4.27671308102007
2010-12-08,-1.1642338496630211,-1.0357588851783384,-0.8435405029536424,-0.1743974743154412,-4.283340646285507
2010-12-09,-1.1333411500488566,-1.0986233811048582,-0.843682018606075,-0.12778322961631922,-4.271007858316109
2010-12-10,-1.132508565672986,-1.0875468262259163,-0.8025643601876873,-0.15208825874495008,-4.275213162341006
2010-12-13,-1.1455121018616246,-1.0961754308758773,-0.785278476686748,-0.16287864443435252,-4.286259020757457
2010-12-14,-1.1290743383894204,-1.1489001516058426,-0.8185012348233238,-0.1604129387227498,-4.291843870137901
2010-12-15,-1.1171122643075662,-1.1453316858400457,-0.8078280029938406,-0.13922456145396064,-4.279003946900172
2010-12-16,-1.1211514075951596,-1.1525974173694722,-0.7966040885575648,-0.14638424492177943,-4.284737182262159
2010-12-17,-1.0952358361590402,-1.1868630639396103,-0.777368494851023,-0.15895278824753586,-4.2859234202650285
2010-12-20,-1.1010413147788585,-1.2263179387673444,-0.7640807381786652,-0.14367823324706092,-4.293377694039808
2010-12-21,-1.1126119130626033,-1.246199956612354,-0.7535096670007475,-0.14183129294087604,-4.302686021998741
